index,orig,reasonIndex,reason,resultIndex,result,category1,category2
395,#1 物理地図は，遺伝地図とのあいだが関係づけられると #2 大きな意味をもちます。 #3 発生，分化，行動など高次の生命現象にかかわる遺伝子には，たとえば酵素活性を測るといった簡便な検定法がありません。 #4 突然変異体が得られることで初めて遺伝子の存在が明らかになり， #5 他の遺伝子との組換え実験から遺伝子の位置を決めていくのです。 #6 しかし，先のような前提がありますから， #7 その位置は必ずしも正確とはいえません。 #8 ところが，図2に示すように，DNAの物理地図があって， #9 近くの遺伝子がたとえば一里塚のようにマーカーとして物理地図上の位置がわかっていれば， #10 状況はずいぶんと変わってきます。 #11 マーカー遺伝子のあいだに，目的の遺伝子の位置をしぼることができるからです。 #12 そして，もしこの間のDNAが扱いやすい形の組換え体で準備されていたら， #13 どうでしょう。 #14 数がうんと少なくなりますから， #15 組換え体クローンをひとつひとつ詳しく調べることができます。 #16 たとえば，DNA導入などの方法をとることが可能になるのです。,#12,そして，もしこの間のDNAが扱いやすい形の組換え体で準備されていたら，,#13,どうでしょう。,explicit,原因・理由  
395,#1 物理地図は，遺伝地図とのあいだが関係づけられると #2 大きな意味をもちます。 #3 発生，分化，行動など高次の生命現象にかかわる遺伝子には，たとえば酵素活性を測るといった簡便な検定法がありません。 #4 突然変異体が得られることで初めて遺伝子の存在が明らかになり， #5 他の遺伝子との組換え実験から遺伝子の位置を決めていくのです。 #6 しかし，先のような前提がありますから， #7 その位置は必ずしも正確とはいえません。 #8 ところが，図2に示すように，DNAの物理地図があって， #9 近くの遺伝子がたとえば一里塚のようにマーカーとして物理地図上の位置がわかっていれば， #10 状況はずいぶんと変わってきます。 #11 マーカー遺伝子のあいだに，目的の遺伝子の位置をしぼることができるからです。 #12 そして，もしこの間のDNAが扱いやすい形の組換え体で準備されていたら， #13 どうでしょう。 #14 数がうんと少なくなりますから， #15 組換え体クローンをひとつひとつ詳しく調べることができます。 #16 たとえば，DNA導入などの方法をとることが可能になるのです。,#14,数がうんと少なくなりますから，,#15,組換え体クローンをひとつひとつ詳しく調べることができます。,explicit,原因・理由  
397,#1 このやり方は1980年代に入って， #2 まず「染色体ウォーキング法」としてショウジョウバエのバイソラックス（Bithorax）遺伝子のクローニングで成功しました。 #3 まず，スタートのマーカー遺伝子クローンの端の部分を標識します。 #4 これを用いて， #5 ハイブリダイゼーション法によってゲノムDNAライブラリーから少しずれて重なる隣りのクローンを分離します。 #6 次いで，このクローンの端の部分を標識して， #7 さらに隣りのクローンを分離するというやり方です。 #8 「対岸」のもうひとつのマーカー遺伝子にたどり着けば，目的の遺伝子はその間のクローンのどれかにあるはず，ということになります。 #9 染色体を一歩一歩進んでいくので #10 「ウォーキング法」と名づけられたのです。,#9,染色体を一歩一歩進んでいくので,#10,「ウォーキング法」と名づけられたのです。,explicit,原因・理由  
402,#1 しかし，もうすこし要領よくできないものかと考えるのが科学者です。 #2 色や模様が合うように見えても， #3 必ずしも隣りのピースとは限りません。 #4 ピタリとはまりあって #5 初めて判定ができます。 #6 それなら， #7 最初からピースの形を比べればよいのではないでしょうか。 #8 ウォーキング法では，ハイブリダイゼーションで候補のクローンが得られたら， #9 必ず制限酵素地図をつくって比較し， #10 重なっていることを確認します。 #11 それなら #12 逆に，制限酵素地図を指紋照合のようにして， #13 コンティグをつくっていけるはずです。,#12,逆に，制限酵素地図を指紋照合のようにして，,#13,コンティグをつくっていけるはずです。,implicit,目的  
404,#1 サルストンたちは，フィンガープリント法というやり方を開発しました（図3）。 #2 重なり合うクローンを制限酵素で切断すると， #3 重なり合った部分からは同じ長さの断片ができるはずですが， #4 これを目安にするものです。 #5 正確な判定のためには，断片の長さの精度と数が適切でないといけません。 #6 このために，サルストンたちはコスミドクローンを用い， #7 2種類の制限酵素を使いました。 #8 コスミドは40kb程度のゲノムDNAを含みますが， #9 これを6塩基認識の HindIII という酵素で切断し， #10 できた末端を 32P で標識します。 #11 次いで，4塩基認識の Sau3A という酵素でさらに小さく切断し， #12 できた断片を塩基配列決定用のゲル電気泳動で分離して， #13 オートラジオグラムを撮ります。 #14 4塩基認識の酵素の切断点は平均256塩基に1カ所ありますから， #15 とても多くの断片ができますが， #16 この方法では最初に 32P で標識した末端を含む断片のみがX線写真に写ります。 #17 平均23本のバンドが十分な精度で検出できるのです。 #18 これをデジタイザーで測定し， #19 データベース化して #20 コンピュータで比較し， #21 同じ長さの断片をもつクローンを見つけて #22 コンティグをつくっていくのです。 #23 解析クローンがふえるにしたがい， #24 コンティグどうしがつながり， #25 より大きなコンティグができていきます。,#14,4塩基認識の酵素の切断点は平均256塩基に1カ所ありますから，,#15,とても多くの断片ができますが，,explicit,原因・理由  
404,#1 サルストンたちは，フィンガープリント法というやり方を開発しました（図3）。 #2 重なり合うクローンを制限酵素で切断すると， #3 重なり合った部分からは同じ長さの断片ができるはずですが， #4 これを目安にするものです。 #5 正確な判定のためには，断片の長さの精度と数が適切でないといけません。 #6 このために，サルストンたちはコスミドクローンを用い， #7 2種類の制限酵素を使いました。 #8 コスミドは40kb程度のゲノムDNAを含みますが， #9 これを6塩基認識の HindIII という酵素で切断し， #10 できた末端を 32P で標識します。 #11 次いで，4塩基認識の Sau3A という酵素でさらに小さく切断し， #12 できた断片を塩基配列決定用のゲル電気泳動で分離して， #13 オートラジオグラムを撮ります。 #14 4塩基認識の酵素の切断点は平均256塩基に1カ所ありますから， #15 とても多くの断片ができますが， #16 この方法では最初に 32P で標識した末端を含む断片のみがX線写真に写ります。 #17 平均23本のバンドが十分な精度で検出できるのです。 #18 これをデジタイザーで測定し， #19 データベース化して #20 コンピュータで比較し， #21 同じ長さの断片をもつクローンを見つけて #22 コンティグをつくっていくのです。 #23 解析クローンがふえるにしたがい， #24 コンティグどうしがつながり， #25 より大きなコンティグができていきます。,#21,同じ長さの断片をもつクローンを見つけて,#22,コンティグをつくっていくのです。,implicit,原因・理由  
406,#1 こう書くと， #2 いかにも自動化されて #3 簡単なように聞こえますが， #4 判定がむずかしい場合は人間が確認しなければなりませんし， #5 大量のクローンの処理も大変です。 #6 しかし，イギリス人はへこたれないようです。 #7 とくに，サンガー（Fred Sanger）が引退して， #8 腕ききのテクニシャンだったアラン・クールソン（Alan Coulson）が加わったことが大きかったようです。 #9 以来，実質的に二人三脚で進んできました。 #10 サルストンはこの仕事を始めるにあたり， #11 コンピュータの勉強から始めたといいます（要するにコンピュータは素人だったのです）。 #12 周囲の専門家から手ほどきを受けながら，測定→判定→データベース化のプログラムをつくっていったのです。 #13 また，X線写真のデジタイザーも研究所の1階にある工作室の協力で自作しています。 #14 このあたり， #15 イギリス人科学者の面目躍如たるものがあると思いますが， #16 いかがでしょうか。,#2,いかにも自動化されて,#3,簡単なように聞こえますが，,implicit,原因・理由  
408,#1 1987年5月の時点で，コスミド16000クローン（ゲノムの約6周分）を解析した結果， #2 770のコンティグに分類されました。 #3 ゲノムの90％以上はカバーされていると推定されましたが， #4 これ以降，新たに調べたコスミドクローンはほとんど既存のコンティグに含まれてしまい， #5 コンティグのつながりがかなり困難になりました。 #6 コスミドでは，クローニングできにくい領域があるためです。,#4,これ以降，新たに調べたコスミドクローンはほとんど既存のコンティグに含まれてしまい，,#5,コンティグのつながりがかなり困難になりました。,implicit,原因・理由  
411,#1 その後はクールソンが同じような解析を続け， #2 6本の染色体がそれぞれほぼひとつながりのコンティグになりました。 #3 また，コンティグ地図作成の途中から，世界各地でクローン化された遺伝子がケンブリッジに送られ， #4 フィンガープリント法などでコンティグとの対応づけが行なわれました。 #5 そのため， #6 加速度的に遺伝地図と物理地図の対応が密になり， #7 染色体のほとんどの部分がYACとコスミドで対応づけられたのです。,#3,また，コンティグ地図作成の途中から，世界各地でクローン化された遺伝子がケンブリッジに送られ，,#4,フィンガープリント法などでコンティグとの対応づけが行なわれました。,implicit,原因・理由  
414,#1 ゲノムのコンティグ地図が完成に近づいたころ， #2 ヒトゲノム解析計画が本格化しました。 #3 紆余曲折はあったのですが， #4 C. elegans ゲノムの塩基配列決定が3年間のパイロット計画として1990年の夏から始まることになりました。 #5 アメリカの国立衛生研究所（NIH）が資金の3分の2を，イギリスのMRC（Medical Research Council，医学研究協議会）が残りの3分の1を出して， #6 これをケンブリッジのサルストンとセントルイスのウォーターストンが折半して， #7 2つのグループが共同で作業を進めるという，前代未聞のサポート体制でスタートしました。 #8 これは，ある意味ではうまいやり方です。 #9 大西洋をはさんで， #10 イギリスはアメリカに絶対に負けたくありませんが， #11 研究費が不足しています。 #12 アメリカのほうでも1つの研究室ではつぶされてしまうかもしれませんが， #13 国際協力となると #14 そうもいかない，といった具合いです。,#1,ゲノムのコンティグ地図が完成に近づいたころ，,#2,ヒトゲノム解析計画が本格化しました。,implicit,原因・理由  
417,#1 情報科学（informatics）のほうも開発が進みました。 #2 レーントラッキングの補正，配列データの処理，アセンブリなどは自前のシステムが構築されました。 #3 さらに，遺伝子予測プログラム Genefinder が開発され， #4 次々とエキソンや遺伝子が予測されていきました（図4左下）。 #5 あとで述べますが， #6 cDNA の解析も進みましたので， #7 遺伝子予測の能力も向上しました。 #8 この結果， #9 C. elegans の遺伝子はだいたい5〜10kbに1個の頻度で存在し， #10 全遺伝子数は約15000と推定されました。,#6,cDNA の解析も進みましたので，,#7,遺伝子予測の能力も向上しました。,explicit,原因・理由  
417,#1 情報科学（informatics）のほうも開発が進みました。 #2 レーントラッキングの補正，配列データの処理，アセンブリなどは自前のシステムが構築されました。 #3 さらに，遺伝子予測プログラム Genefinder が開発され， #4 次々とエキソンや遺伝子が予測されていきました（図4左下）。 #5 あとで述べますが， #6 cDNA の解析も進みましたので， #7 遺伝子予測の能力も向上しました。 #8 この結果， #9 C. elegans の遺伝子はだいたい5〜10kbに1個の頻度で存在し， #10 全遺伝子数は約15000と推定されました。,#3,さらに，遺伝子予測プログラム Genefinder が開発され，,#4,次々とエキソンや遺伝子が予測されていきました。,implicit,原因・理由  
419,#1 さて，3年間のパイロット期間が順調に終了するころ， #2 次の計画で一悶着が起きました。 #3 サイエンティフィックでなくて #4 申しわけありませんが， #5 要するに研究費のめどが立たなくなったのです。 #6 1992年の初めに，あるうわさが流れました。 #7 アメリカの富豪がDNA塩基配列決定の会社をシアトルにつくる計画を立て， #8 ついてはサルストンとウォーターストンをC. elegans計画ごと引き抜こうとしている，というものでした。 #9 サルストンに問い合わせると， #10 多額の研究費が必要だから #11 そのソースについてはあらゆる可能性を検討しているが， #12 ゲノム研究はその成果がすみやかに公開されなければならないので， #13 その会社に移るつもりはまったくない，とのことでした。 #14 しかし，「アメリカの企業がイギリスのサイエンスを買収する」ということで， #15 イギリスではたいへんな騒ぎになったそうです。 #16 MRC はきゅうきょ対策に乗り出し， #17 結局，イギリスの富裕な財団であるウェルカムトラストとともにDNA塩基配列決定の新しい研究所，サンガーセンターをつくることになりました。 #18 サルストンはここの所長となり， #19 C. elegans の配列決定を続けるとともに， #20 ヒトゲノム解析にも乗り出すことになりました。 #21 アメリカでもウォーターストンをヘッドとする配列決定センターがセントルイスにできました。,#10,多額の研究費が必要だから,#11,そのソースについてはあらゆる可能性を検討しているが，,explicit,原因・理由  
419,#1 さて，3年間のパイロット期間が順調に終了するころ， #2 次の計画で一悶着が起きました。 #3 サイエンティフィックでなくて #4 申しわけありませんが， #5 要するに研究費のめどが立たなくなったのです。 #6 1992年の初めに，あるうわさが流れました。 #7 アメリカの富豪がDNA塩基配列決定の会社をシアトルにつくる計画を立て， #8 ついてはサルストンとウォーターストンをC. elegans計画ごと引き抜こうとしている，というものでした。 #9 サルストンに問い合わせると， #10 多額の研究費が必要だから #11 そのソースについてはあらゆる可能性を検討しているが， #12 ゲノム研究はその成果がすみやかに公開されなければならないので， #13 その会社に移るつもりはまったくない，とのことでした。 #14 しかし，「アメリカの企業がイギリスのサイエンスを買収する」ということで， #15 イギリスではたいへんな騒ぎになったそうです。 #16 MRC はきゅうきょ対策に乗り出し， #17 結局，イギリスの富裕な財団であるウェルカムトラストとともにDNA塩基配列決定の新しい研究所，サンガーセンターをつくることになりました。 #18 サルストンはここの所長となり， #19 C. elegans の配列決定を続けるとともに， #20 ヒトゲノム解析にも乗り出すことになりました。 #21 アメリカでもウォーターストンをヘッドとする配列決定センターがセントルイスにできました。,#10,多額の研究費が必要だから,#13,その会社に移るつもりはまったくない，とのことでした。,explicit,原因・理由  
419,#1 さて，3年間のパイロット期間が順調に終了するころ， #2 次の計画で一悶着が起きました。 #3 サイエンティフィックでなくて #4 申しわけありませんが， #5 要するに研究費のめどが立たなくなったのです。 #6 1992年の初めに，あるうわさが流れました。 #7 アメリカの富豪がDNA塩基配列決定の会社をシアトルにつくる計画を立て， #8 ついてはサルストンとウォーターストンをC. elegans計画ごと引き抜こうとしている，というものでした。 #9 サルストンに問い合わせると， #10 多額の研究費が必要だから #11 そのソースについてはあらゆる可能性を検討しているが， #12 ゲノム研究はその成果がすみやかに公開されなければならないので， #13 その会社に移るつもりはまったくない，とのことでした。 #14 しかし，「アメリカの企業がイギリスのサイエンスを買収する」ということで， #15 イギリスではたいへんな騒ぎになったそうです。 #16 MRC はきゅうきょ対策に乗り出し， #17 結局，イギリスの富裕な財団であるウェルカムトラストとともにDNA塩基配列決定の新しい研究所，サンガーセンターをつくることになりました。 #18 サルストンはここの所長となり， #19 C. elegans の配列決定を続けるとともに， #20 ヒトゲノム解析にも乗り出すことになりました。 #21 アメリカでもウォーターストンをヘッドとする配列決定センターがセントルイスにできました。,#12,ゲノム研究はその成果がすみやかに公開されなければならないので，,#13,その会社に移るつもりはまったくない，とのことでした。,explicit,原因・理由  
419,#1 さて，3年間のパイロット期間が順調に終了するころ， #2 次の計画で一悶着が起きました。 #3 サイエンティフィックでなくて #4 申しわけありませんが， #5 要するに研究費のめどが立たなくなったのです。 #6 1992年の初めに，あるうわさが流れました。 #7 アメリカの富豪がDNA塩基配列決定の会社をシアトルにつくる計画を立て， #8 ついてはサルストンとウォーターストンをC. elegans計画ごと引き抜こうとしている，というものでした。 #9 サルストンに問い合わせると， #10 多額の研究費が必要だから #11 そのソースについてはあらゆる可能性を検討しているが， #12 ゲノム研究はその成果がすみやかに公開されなければならないので， #13 その会社に移るつもりはまったくない，とのことでした。 #14 しかし，「アメリカの企業がイギリスのサイエンスを買収する」ということで， #15 イギリスではたいへんな騒ぎになったそうです。 #16 MRC はきゅうきょ対策に乗り出し， #17 結局，イギリスの富裕な財団であるウェルカムトラストとともにDNA塩基配列決定の新しい研究所，サンガーセンターをつくることになりました。 #18 サルストンはここの所長となり， #19 C. elegans の配列決定を続けるとともに， #20 ヒトゲノム解析にも乗り出すことになりました。 #21 アメリカでもウォーターストンをヘッドとする配列決定センターがセントルイスにできました。,#1,さて，3年間のパイロット期間が順調に終了するころ，,#2,次の計画で一悶着が起きました。,implicit,原因・理由  
419,#1 さて，3年間のパイロット期間が順調に終了するころ， #2 次の計画で一悶着が起きました。 #3 サイエンティフィックでなくて #4 申しわけありませんが， #5 要するに研究費のめどが立たなくなったのです。 #6 1992年の初めに，あるうわさが流れました。 #7 アメリカの富豪がDNA塩基配列決定の会社をシアトルにつくる計画を立て， #8 ついてはサルストンとウォーターストンをC. elegans計画ごと引き抜こうとしている，というものでした。 #9 サルストンに問い合わせると， #10 多額の研究費が必要だから #11 そのソースについてはあらゆる可能性を検討しているが， #12 ゲノム研究はその成果がすみやかに公開されなければならないので， #13 その会社に移るつもりはまったくない，とのことでした。 #14 しかし，「アメリカの企業がイギリスのサイエンスを買収する」ということで， #15 イギリスではたいへんな騒ぎになったそうです。 #16 MRC はきゅうきょ対策に乗り出し， #17 結局，イギリスの富裕な財団であるウェルカムトラストとともにDNA塩基配列決定の新しい研究所，サンガーセンターをつくることになりました。 #18 サルストンはここの所長となり， #19 C. elegans の配列決定を続けるとともに， #20 ヒトゲノム解析にも乗り出すことになりました。 #21 アメリカでもウォーターストンをヘッドとする配列決定センターがセントルイスにできました。,#7,アメリカの富豪がDNA塩基配列決定の会社をシアトルにつくる計画を立て，,#8,ついてはサルストンとウォーターストンをC. elegans計画ごと引き抜こうとしている，というものでした。,implicit,原因・理由  
419,#1 さて，3年間のパイロット期間が順調に終了するころ， #2 次の計画で一悶着が起きました。 #3 サイエンティフィックでなくて #4 申しわけありませんが， #5 要するに研究費のめどが立たなくなったのです。 #6 1992年の初めに，あるうわさが流れました。 #7 アメリカの富豪がDNA塩基配列決定の会社をシアトルにつくる計画を立て， #8 ついてはサルストンとウォーターストンをC. elegans計画ごと引き抜こうとしている，というものでした。 #9 サルストンに問い合わせると， #10 多額の研究費が必要だから #11 そのソースについてはあらゆる可能性を検討しているが， #12 ゲノム研究はその成果がすみやかに公開されなければならないので， #13 その会社に移るつもりはまったくない，とのことでした。 #14 しかし，「アメリカの企業がイギリスのサイエンスを買収する」ということで， #15 イギリスではたいへんな騒ぎになったそうです。 #16 MRC はきゅうきょ対策に乗り出し， #17 結局，イギリスの富裕な財団であるウェルカムトラストとともにDNA塩基配列決定の新しい研究所，サンガーセンターをつくることになりました。 #18 サルストンはここの所長となり， #19 C. elegans の配列決定を続けるとともに， #20 ヒトゲノム解析にも乗り出すことになりました。 #21 アメリカでもウォーターストンをヘッドとする配列決定センターがセントルイスにできました。,#14,しかし，「アメリカの企業がイギリスのサイエンスを買収する」ということで，,#15,イギリスではたいへんな騒ぎになったそうです。,implicit,原因・理由  
422,#1 cDNA は，mRNA を DNA の形に変えたものです。 #2 私たちは後で述べる発現解析のために，まず実際に生体内で使われている形の遺伝子のセットをそろえる計画を立てました。 #3 これが，cDNAクローンのシステマティックな解析です（図5）。 #4 発生の全ステージをカバーするcDNAライブラリーをつくり， #5 ここからcDNAクローンをランダムに拾います。 #6 そして，cDNA の両端から1回の作業で300〜500塩基の配列をどんどん決めていきます。 #7 これをタグ配列とよびます。 #8 cDNA は全長とは限りませんので， #9 5’側はクローンごとにまちまちですが， #10 ポリA鎖から cDNA を合成してあるので， #11 3’側は同じところから始まっています。 #12 したがって，3’側のタグ配列を比べれば， #13 まるで指紋照合のように同じ遺伝子かどうかを見分けることができます。 #14 こうやって， #15 cDNAクローンを分類していくのです。,#8,cDNA は全長とは限りませんので，,#9,5’側はクローンごとにまちまちですが，,explicit,原因・理由  
422,#1 cDNA は，mRNA を DNA の形に変えたものです。 #2 私たちは後で述べる発現解析のために，まず実際に生体内で使われている形の遺伝子のセットをそろえる計画を立てました。 #3 これが，cDNAクローンのシステマティックな解析です（図5）。 #4 発生の全ステージをカバーするcDNAライブラリーをつくり， #5 ここからcDNAクローンをランダムに拾います。 #6 そして，cDNA の両端から1回の作業で300〜500塩基の配列をどんどん決めていきます。 #7 これをタグ配列とよびます。 #8 cDNA は全長とは限りませんので， #9 5’側はクローンごとにまちまちですが， #10 ポリA鎖から cDNA を合成してあるので， #11 3’側は同じところから始まっています。 #12 したがって，3’側のタグ配列を比べれば， #13 まるで指紋照合のように同じ遺伝子かどうかを見分けることができます。 #14 こうやって， #15 cDNAクローンを分類していくのです。,#8,cDNA は全長とは限りませんので，,#11,3’側は同じところから始まっています。,explicit,原因・理由  
422,#1 cDNA は，mRNA を DNA の形に変えたものです。 #2 私たちは後で述べる発現解析のために，まず実際に生体内で使われている形の遺伝子のセットをそろえる計画を立てました。 #3 これが，cDNAクローンのシステマティックな解析です（図5）。 #4 発生の全ステージをカバーするcDNAライブラリーをつくり， #5 ここからcDNAクローンをランダムに拾います。 #6 そして，cDNA の両端から1回の作業で300〜500塩基の配列をどんどん決めていきます。 #7 これをタグ配列とよびます。 #8 cDNA は全長とは限りませんので， #9 5’側はクローンごとにまちまちですが， #10 ポリA鎖から cDNA を合成してあるので， #11 3’側は同じところから始まっています。 #12 したがって，3’側のタグ配列を比べれば， #13 まるで指紋照合のように同じ遺伝子かどうかを見分けることができます。 #14 こうやって， #15 cDNAクローンを分類していくのです。,#10,ポリA鎖から cDNA を合成してあるので，,#11,3’側は同じところから始まっています。,explicit,原因・理由  
423,#1 mRNA の発現量は遺伝子によって大きく違いますから， #2 この方法で100％採れる保証はありませんが， #3 簡単で有効なやり方です。 #4 1997年2月の時点で30000クローンを調べて， #5 約7000の遺伝子に分類されました。 #6 全遺伝子の約半分がcDNAクローンの形で手に入ったことになります。 #7 また調べてみますと， #8 これまでにクローン化された遺伝子（tRNA などは除きます）の70％以上がすでにこのセットに含まれていることがわかりました。 #9 15000の遺伝子がすべて使われているとも限りませんので， #10 徐々に飽和に近づいていると思えます。,#1,mRNA の発現量は遺伝子によって大きく違いますから，,#2,この方法で100％採れる保証はありませんが，,explicit,原因・理由  
423,#1 mRNA の発現量は遺伝子によって大きく違いますから， #2 この方法で100％採れる保証はありませんが， #3 簡単で有効なやり方です。 #4 1997年2月の時点で30000クローンを調べて， #5 約7000の遺伝子に分類されました。 #6 全遺伝子の約半分がcDNAクローンの形で手に入ったことになります。 #7 また調べてみますと， #8 これまでにクローン化された遺伝子（tRNA などは除きます）の70％以上がすでにこのセットに含まれていることがわかりました。 #9 15000の遺伝子がすべて使われているとも限りませんので， #10 徐々に飽和に近づいていると思えます。,#1,mRNA の発現量は遺伝子によって大きく違いますから，,#3,簡単で有効なやり方です。,explicit,原因・理由  
423,#1 mRNA の発現量は遺伝子によって大きく違いますから， #2 この方法で100％採れる保証はありませんが， #3 簡単で有効なやり方です。 #4 1997年2月の時点で30000クローンを調べて， #5 約7000の遺伝子に分類されました。 #6 全遺伝子の約半分がcDNAクローンの形で手に入ったことになります。 #7 また調べてみますと， #8 これまでにクローン化された遺伝子（tRNA などは除きます）の70％以上がすでにこのセットに含まれていることがわかりました。 #9 15000の遺伝子がすべて使われているとも限りませんので， #10 徐々に飽和に近づいていると思えます。,#9,15000の遺伝子がすべて使われているとも限りませんので，,#10,徐々に飽和に近づいていると思えます。,explicit,原因・理由  
429,#1 現在では，コンティグ地図なしではC. elegans研究はありえないという状況になっています。 #2 これにもいくつかの理由があります。 #3 まず，DNAトランスホーメーションがうまくいくようになったことです。 #4 1章にも書きましたが， #5 特別のベクターは不要で， #6 コンティグ地図のコスミドクローンのDNAを線虫の卵巣に微量注射するだけで，突然変異のレスキュー実験ができるのです。 #7 また，遺伝子の大きさがせいぜい10kbですから， #8 調節領域も含めて #9 コスミドに楽々入ることもうまくいった理由です。 #10 おもしろい遺伝子が見つかったら， #11 遺伝地図上にマップし， #12 対応する領域のコスミドクローンをケンブリッジからもらって #13 突然変異体に微量注射し， #14 機能の回復を見る。 #15 これがクローニングの定石になりました。 #16 さらに，コスミドが決まったら， #17 塩基配列は決定済みで， #18 cDNAクローンも得られている，というのがしばしばです。 #19 まさに電話で（最近は電子メールで？）クローニングが実現しているのです。,#3,まず，DNAトランスホーメーションがうまくいくようになったことです。,#9,コスミドに楽々入ることもうまくいった理由です。,explicit,原因・理由  
429,#1 現在では，コンティグ地図なしではC. elegans研究はありえないという状況になっています。 #2 これにもいくつかの理由があります。 #3 まず，DNAトランスホーメーションがうまくいくようになったことです。 #4 1章にも書きましたが， #5 特別のベクターは不要で， #6 コンティグ地図のコスミドクローンのDNAを線虫の卵巣に微量注射するだけで，突然変異のレスキュー実験ができるのです。 #7 また，遺伝子の大きさがせいぜい10kbですから， #8 調節領域も含めて #9 コスミドに楽々入ることもうまくいった理由です。 #10 おもしろい遺伝子が見つかったら， #11 遺伝地図上にマップし， #12 対応する領域のコスミドクローンをケンブリッジからもらって #13 突然変異体に微量注射し， #14 機能の回復を見る。 #15 これがクローニングの定石になりました。 #16 さらに，コスミドが決まったら， #17 塩基配列は決定済みで， #18 cDNAクローンも得られている，というのがしばしばです。 #19 まさに電話で（最近は電子メールで？）クローニングが実現しているのです。,#7,また，遺伝子の大きさがせいぜい10kbですから，,#8,調節領域も含めて,explicit,原因・理由  
429,#1 現在では，コンティグ地図なしではC. elegans研究はありえないという状況になっています。 #2 これにもいくつかの理由があります。 #3 まず，DNAトランスホーメーションがうまくいくようになったことです。 #4 1章にも書きましたが， #5 特別のベクターは不要で， #6 コンティグ地図のコスミドクローンのDNAを線虫の卵巣に微量注射するだけで，突然変異のレスキュー実験ができるのです。 #7 また，遺伝子の大きさがせいぜい10kbですから， #8 調節領域も含めて #9 コスミドに楽々入ることもうまくいった理由です。 #10 おもしろい遺伝子が見つかったら， #11 遺伝地図上にマップし， #12 対応する領域のコスミドクローンをケンブリッジからもらって #13 突然変異体に微量注射し， #14 機能の回復を見る。 #15 これがクローニングの定石になりました。 #16 さらに，コスミドが決まったら， #17 塩基配列は決定済みで， #18 cDNAクローンも得られている，というのがしばしばです。 #19 まさに電話で（最近は電子メールで？）クローニングが実現しているのです。,#7,また，遺伝子の大きさがせいぜい10kbですから，,#9,コスミドに楽々入ることもうまくいった理由です。,explicit,原因・理由  
429,#1 現在では，コンティグ地図なしではC. elegans研究はありえないという状況になっています。 #2 これにもいくつかの理由があります。 #3 まず，DNAトランスホーメーションがうまくいくようになったことです。 #4 1章にも書きましたが， #5 特別のベクターは不要で， #6 コンティグ地図のコスミドクローンのDNAを線虫の卵巣に微量注射するだけで，突然変異のレスキュー実験ができるのです。 #7 また，遺伝子の大きさがせいぜい10kbですから， #8 調節領域も含めて #9 コスミドに楽々入ることもうまくいった理由です。 #10 おもしろい遺伝子が見つかったら， #11 遺伝地図上にマップし， #12 対応する領域のコスミドクローンをケンブリッジからもらって #13 突然変異体に微量注射し， #14 機能の回復を見る。 #15 これがクローニングの定石になりました。 #16 さらに，コスミドが決まったら， #17 塩基配列は決定済みで， #18 cDNAクローンも得られている，というのがしばしばです。 #19 まさに電話で（最近は電子メールで？）クローニングが実現しているのです。,#8,調節領域も含めて,#9,コスミドに楽々入ることもうまくいった理由です。,explicit,原因・理由  
429,#1 現在では，コンティグ地図なしではC. elegans研究はありえないという状況になっています。 #2 これにもいくつかの理由があります。 #3 まず，DNAトランスホーメーションがうまくいくようになったことです。 #4 1章にも書きましたが， #5 特別のベクターは不要で， #6 コンティグ地図のコスミドクローンのDNAを線虫の卵巣に微量注射するだけで，突然変異のレスキュー実験ができるのです。 #7 また，遺伝子の大きさがせいぜい10kbですから， #8 調節領域も含めて #9 コスミドに楽々入ることもうまくいった理由です。 #10 おもしろい遺伝子が見つかったら， #11 遺伝地図上にマップし， #12 対応する領域のコスミドクローンをケンブリッジからもらって #13 突然変異体に微量注射し， #14 機能の回復を見る。 #15 これがクローニングの定石になりました。 #16 さらに，コスミドが決まったら， #17 塩基配列は決定済みで， #18 cDNAクローンも得られている，というのがしばしばです。 #19 まさに電話で（最近は電子メールで？）クローニングが実現しているのです。,#5,特別のベクターは不要で，,#6,コンティグ地図のコスミドクローンのDNAを線虫の卵巣に微量注射するだけで，突然変異のレスキュー実験ができるのです。,implicit,原因・理由  
433,#1 私たちは，遺伝子発現の最初の段階である転写パターンをスクリーニングするために， #2 インシチュ・ハイブリダイゼーション法を用いたアプローチを進めています。 #3 cDNA解析計画で分類されたcDNAグループについて，全発生ステージでのインシチュ・ハイブリダイゼーションの結果を集めるのです。 #4 さいわい C. elegans の胚を集めてくると， #5 いろいろなステージが含まれていますし， #6 これを切片でなく #7 丸ごと（whole mount）の試料として処理できますので， #8 1回の検鏡で線虫の一生のデータが得られます。,#1,私たちは，遺伝子発現の最初の段階である転写パターンをスクリーニングするために，,#2,インシチュ・ハイブリダイゼーション法を用いたアプローチを進めています。,explicit,目的  
